Series Name,Series Code,Country Name,Country Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,3.74531835205994,0.912841670964411,-2.12602851740175,-2.50835256644561,-0.392383749502031,-2.47791771833224,1.32860255161715,0.0522377907767719,3.86910986506845,1.13357335070793
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,2.10120575009232,0.754930385981893,-0.56049396557782,0.96686903234496,3.42805491352132,3.03982527630795,2.76217095961262,2.68457613091411,4.03759208211947,-4.38714983385256
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,6.62256261306693,6.45267237953146,5.79258484509867,4.32684561452976,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.68811514943657,1.93032488957256
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,4.03260249625296,4.44670822214543,4.9241952612883,4.24065164368079,-3.9000030859375,-0.600020000546493,0.500009998779461,1.60993308234522,1.84247667669987,0.297577119233125
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,3.96888634471986,1.08191827877127,0.802797600574223,0.611212666207877,1.00686370684559,4.70579150927118,3.70203918776542,4.53116168434889,5.66775246034304,-14.7834050101145
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,7.0695699458918,7.31334550530008,7.35666514887971,7.14257110074297,6.96579781454312,6.93331397294972,6.99690369938479,7.469169206999,7.05410693233065,-3.1475890983283
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,3.3792112877077,4.62597871941652,4.99552915947218,5.71981814402645,5.66695299105416,4.53579423569734,3.54117654926007,3.9555142403664,3.47505997865608,0.491914742161129
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,3.14688137207058,1.76222254945881,2.3291225062102,2.87003607545671,0.659176863558869,1.00139441390405,3.03988022528195,2.77704055379553,1.87959202770178,-5.23302430280606
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,1.16906219839106,1.22975365701149,1.27933101999021,2.65452798451271,2.8331222262961,3.23997688772937,3.18404337595337,4.19434090986198,3.81710040387819,-6.73028742811069
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,4.19461533741989,5.05376125356918,-36.3919770983887,0.0810705153264877,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3,0.829010003307488
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,0.0828697984381961,8.88257607170316,5.70000136285864,6.89998504532166,2.76767568484473,-6.25552708545281,-2.98869598553931,2.37403780037786,3.24718191743429,-0.947304885424217
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,6.11091882913553,5.31862800043552,4.04500429814718,1.76673978363932,2.30376703612379,1.71108928867041,1.18454470657974,3.71385917709956,0.942005306544473,-5.77150166878876
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,9.55083217886229,7.86373644866194,7.766150097539,7.42576365645755,7.04132887865481,6.84876220503246,6.94720079327288,6.74977383247717,5.94971423273162,2.3475135727457
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,6.94789198173555,3.91263576716115,5.13399351995672,4.49903000110972,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.28111680452643,-6.79575810693639
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,4.09984695496956,3.2002729031888,4.49987421530828,2.10000643830286,1.11614058271805,3.3206800249451,3.81570211280726,3.64252501914828,1.75532827980625,-0.128835487587722
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,6.8746708900163,7.08689894671942,8.48195663608755,9.47028809714084,6.91616712035345,2.39939891413687,3.72694765333267,5.82112109989339,4.38452888103882,1.7354227636007
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,2.20591936280752,9.9471531408645,-0.712434450529827,6.71667933273281,-3.55058176538323,-10.7832382686521,-4.38253094681009,-4.80535155732963,-0.0868859566422202,-7.94444567858203
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,4.40315923980432,4.8825923686673,2.49476610781217,3.54210987752421,3.65208096794373,4.20432325178332,4.15769896287743,2.61590440443709,2.25631507916432,-4.06367653504677
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-5.370447240982,7.62041176266106,10.7602131317607,9.37199994218834,7.1940906452612,7.17920782392478,7.35963808821695,6.89028431967284,6.23170951305083,1.95833247878154
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,-0.0852435492752761,-2.27570664617892,-0.363117372360719,-0.345947047665945,2.5256884203654,3.53243223207443,3.41409225965485,2.90000959900429,3.48194560339674,-8.09976125177539
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,2.80230083647626,3.01490028898772,2.74760256257211,1.04757663187654,4.43814195922121,0.513761467889907,1.80905439941586,2.24848039303581,-0.164839982463832,-10.9483409741617
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,0.612608576830695,-0.138917069202421,-0.794106769063816,-1.13883862149056,0.278694930595208,-0.986569701304816,-1.73976542028957,-2.16613107776222,-3.39999992661213,-18.4
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,0.401437941132741,-3.44682208589713,-6.55307825499119,-1.82930910922002,3.38307971194378,6.45455446625895,5.85254035493243,5.69284172448825,5.28318739627791,-5.2289880999943
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czech Republic,CZE,1.76035962445222,-0.785004299003617,-0.0459036735515213,2.26210289708078,5.38838083815307,2.5372845203138,5.16872430413071,3.19865610131447,3.02947825716996,-5.79781387689806
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.33677776690328,0.226499791802965,0.933340972371226,1.61939381103033,2.34259110757047,3.24595698524399,2.82173634129026,1.98953731496432,2.11466420842453,-2.06212495876164
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,..,..,..,7.06154324233921,7.69608557567065,6.65265037178067,5.40309984307834,8.40766266610518,7.77049725726383,0.499999999999986
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,-0.22355068823471,-1.05900024335187,-0.99994063117542,4.44794736481393,-2.69110892388451,2.55649491313986,-6.79942797028076,2.21430524078696,7.57139159692866,-16.6049115377829
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,3.13342300326755,2.71736789670562,4.87520509332271,7.05046368965911,6.9270187716221,6.65920026269582,4.66670467732366,6.98252758458058,5.05216802016253,-6.72023937283404
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,7.86814091910996,5.641962066712,4.94651126690626,3.78886854920833,0.0988726083462694,-1.22638398463879,2.36838652633651,1.28929193290502,0.0121051028476558,-7.75012337710913
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,1.76457194925801,2.22619979662137,2.18546605471226,2.91591187883586,4.37201907940117,4.34664345337812,4.18122100091018,5.31412103746398,5.55768388791593,3.5696694750486
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,3.81705639614856,2.81550182179528,2.23214285714286,1.71070994462703,2.39897313327137,2.54592608601685,2.2466700387793,2.43228758708827,2.38258139815673,-8.5813121584968
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,6.52392362989873,8.31287184445641,-4.13319850131583,0.415066301596866,-9.11004114881537,-8.81641723219757,-5.66750295706352,-6.23655098228059,-5.97893690507988,-4.89335647440198
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,8.67980010138049,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,7.26308458128695,3.22820049358981,1.45842863615992,3.01136658651455,1.85302004629342,3.15556481438308,5.79204467466494,4.13381979831833,4.09634264397782,-2.95106931268964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,2.247229761068,5.39663069666727,3.86121379766622,0.923230547144357,2.22748067532406,1.06261019342853,2.0265781557498,2.37161052114132,2.61303529001997,-1.85052471016712
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,11.1782962271641,8.64781163337416,10.5822700482672,10.2574929610051,10.3924630202334,9.43348265784402,9.56418964295607,6.81614779681703,8.3640856990789,6.05661779202561
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,2.70514302901049,1.41131438177968,4.73421948956532,5.6035148874531,4.50119939222793,2.44565200769968,5.35336493706966,3.81235097047221,-0.445563043622684,-15.7118039805906
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,2.54766483842627,-1.39754572817782,-0.901696316194844,-0.364908156882066,0.543659211765487,2.81145776663433,3.19240962968416,1.14194750876192,1.22075414302529,-2.80013589086919
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.19270063266654,0.313134751077172,0.576326674771792,0.956183052371557,1.1129123405747,1.09546440372048,2.29141999417021,1.86506607081999,1.84297181445896,-7.85525603703762
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,..,..,..,..,..,2.30219823670438,4.29263363103487,3.26774108990988,2.97002491067693,-7.59987555401415
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,7.09175334258654,5.25107691750407,5.63869900338696,4.31496444107469,3.8788993950789,2.09144220829562,0.472642030911146,0.83791658082157,3.92080879452831,-1.83776092953785
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,-8.13044422315659,5.24156924630741,2.872768790327,-1.40738249510954,4.0580738039996,1.94335965478776,4.8226112492757,7.23489033258579,6.15363194960554,-0.215576043106495
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,7.3999998671419,6.3690083063386,3.62130535196276,4.43192482309078,3.02220738019703,2.90643878002064,4.84260322496586,4.84291988506627,4.98235047511106,-6.76043981705519
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,3.92519270463411,0.418497594217598,0.437591303144671,2.20954343134872,1.49193152760772,2.22999986782015,2.68023111405891,1.08602451412267,1.05550824713283,-4.56961671737398
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,14.0471235803149,9.2927894063005,7.31252501678145,2.85624016330883,2.12075933817334,3.37346574966936,8.12889488100956,6.20007768127284,6.5077747939152,0.414443457624131
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,-10.1493148298685,-7.08669678638024,-2.51599722189651,0.475695947137041,-0.196087629724133,-0.487173294301954,1.09214912017283,1.66842863602514,1.80359525615141,-9.01912908499726
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-0.496519391959083,1.39419335955625,-1.29828069335511,4.7421356730152,-2.52931802394475,4.68195410972302,0.0527281828800312,1.84584800939267,1.67877330992789,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,0.764976824032317,-1.15514373468322,2.35141877347161,7.34407652185287,6.44314373327768,3.73965138773251,4.43867566948151,4.29940539240303,0.735582700454373,-13.7077306813298
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,0.0776548243059523,2.13385063045585,1.69040835707501,1.79305192379529,0.825688073394488,0.18198362147406,0.890099909173486,-0.720201656463814,2.53899165759883,-11.8500176865936
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,4.16390688293349,2.97470856847661,3.69481919881751,4.44397758285268,4.09217081621244,2.67780255532826,3.07985149125689,3.32209799734959,3.866856574905,-1.51932802919289
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,5.61210817484883,5.91528888360099,3.94568380482001,3.69654184325657,3.82592166670138,10.8206214375736,10.3000004937957,6.35849192736175,5.64617556842045,6.98855997080146
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,8.08477973398716,-1.71268301181074,3.25590426517695,0.96456075098132,6.13408294113292,6.26280563780463,5.91917662586047,1.28373670309465,4.49999999151316,-2.39999999921721
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,5.33937813097032,5.38362346872985,3.65350476800678,1.68602773214108,0.687521210092171,3.8079188370272,3.73437406053053,4.44101358934772,5.35262742597216,43.4795559399402
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,5.09821354410036,0.502424403581585,4.32478411472874,1.72256560196277,2.5625088349003,1.81246807847532,2.51027134544685,1.66781095484656,-1.68459508133022,-3.34337261175989
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,3.83569066207505,4.12868774866939,2.79155975746801,3.0580805621437,3.84007997093951,3.89297219726413,4.84291391050387,3.84499476966735,2.65306625480355,-8.96476018404584
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,4.81468226793491,1.70032521812904,3.1015467658996,2.76237659497929,2.38780231562711,2.16949438778281,3.79100598597371,2.84644793882873,-1.6797561695559,-6.08146778412127
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,1.86015507230633,-1.25774950712596,1.80636392809276,4.22372553891338,3.70325993580269,2.19196036930391,4.26855741926617,5.35949648949985,4.55406307213036,-4.67568699324362
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,1.84577915624217,1.06363660743763,4.55246032015108,1.68721501750639,4.43666371937172,6.30368710650176,4.19494882908376,4.89218073132504,2.43482300037417,-6.50391225040894
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,5.24131500140663,5.45638875297365,6.38610640094825,7.41022760508854,7.99625378571471,8.25630550179086,6.79538341897911,6.53298901139763,4.0415541865323,-7.25175478178826
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,6.16978420771008,6.03005065305615,5.5572636889101,5.006668425755,4.87632230022123,5.03306918280177,5.06978590134916,5.17429153955024,5.01815971508286,-2.06954349906437
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,2.64571791806152,-7.44455702975874,-0.194073471015827,4.60341887988656,-1.32064511973016,13.3962426157509,3.75519645191902,-6.02597180315718,-6.78422367041092,3.38826166523735
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,7.546471200426,13.9364301737537,7.62857118471159,0.197016710359037,4.72286401884131,13.7873730187089,-1.81975035118309,2.63385099105624,5.95732750325479,-15.6730927866074
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,1.06852665397403,-0.0523547853082533,1.26701466133446,8.71369780843101,25.176245193701,2.04223252701499,8.940012771816,9.03016110018034,4.91700697830244,5.86697550911293
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,1.99999938207415,7.30375730215189,4.1417185506714,5.15530308762963,-0.385798408302321,6.95231147466393,4.68881118740123,2.21340399216221,0.254861320470297,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,5.54259000063291,2.82299620463245,4.77720234875498,4.12474686061435,2.27967941916557,4.46275381784649,4.37704442820299,3.98342459356549,3.77358980957163,-2.15342848939964
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,0.707333347034435,-2.98090576823772,-1.84106545088248,-0.00454754236383792,0.778304350716581,1.29346273155907,1.66785904106857,0.925810941012742,0.410278293983012,-8.93859250023444
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,1.73037626746921,-0.613636039869121,0.5176860128024,0.689822357374339,0.92148712538031,1.37522306445538,0.997123062335191,1.88992368121086,0.892291653822227,-10
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,0.0238095237748297,1.37475099920874,2.0051001767726,0.296205514142628,1.56062669674904,0.753826745903538,1.67533175166503,0.558851275379695,0.270304645083556,-4.58550828070608
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,2.73717988632104,2.42935800100238,2.60994737548631,3.38407809933472,2.49652879315188,1.9941808493012,2.08711455126291,1.93409170141707,1.95546635784412,-1.55138446553204
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,7.40000000068393,4.79999999999275,5.99999999925561,4.20000000063038,1.19999999976802,1.09999999990164,4.10000000033854,4.09999999987123,4.50000000008481,-2.5
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,5.1211061197056,4.56867961444982,3.7978483925754,5.02011100232484,4.96772112759767,4.21351706814744,3.81550642712519,5.62910144021626,4.98113262830462,-0.316182728955951
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,1.59432181063602,4.7136454020818,4.21485108661747,-0.697737742623588,10.4048637576282,5.13771924490207,0.889757537282748,3.77595428627548,3.92644543807539,-1.94755664673815
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,3.68566778212526,2.40253099246186,3.16470863647184,3.2024537945736,2.80910326824133,2.94688171508626,3.15963574012777,2.90740377377135,2.24397786011012,-0.852031428863825
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,6.31988622270076,1.71219517419465,5.34090817463415,3.34880431106879,5.91627044351361,5.57175650727449,4.8256904268714,3.40663100837845,4.7568306194579,-5.34027530229791
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,9.6284069747757,6.62581830014173,1.14930043706521,0.500876982158658,0.593019617221231,2.92586822591576,-4.71210620851997,1.24612940824558,0.427463940207701,-8.6852616529353
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,5.95627430862646,-0.0881502010106345,10.9154694543144,4.02403862576861,3.87582544821402,4.33585591715968,4.73993722539466,3.75791012480484,4.60062566646762,-8.61655103130452
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,8.03865268080929,8.02609843404085,8.02630022637751,7.61196344074379,7.27006584339864,7.02283625501138,6.8925308726989,6.24796000755872,5.4577350924848,0.503031829708618
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,2.56442296804448,7.03731718549273,2.01074481501611,1.90009624274194,3.88502727728979,2.36760954261752,3.31308888984125,3.9894803874928,2.48432635462976,-3.61856599172043
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,0.867339877294654,2.54054178909927,3.81102241478652,2.45365957192232,0.581709756533684,1.58205455056178,0.782014000829008,-1.70217480748664,-7.15724706998392,-21.4642662752687
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,4.61425223766247,6.33482170116899,1.79253144466578,1.7105440042256,3.12755772382955,3.58836459667835,-3.14194994562207,-1.22313731083291,-0.381431981522567,-9.61403701940095
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,8.20076584046117,7.99381569313641,8.68728781639683,0.701393100287518,-0.0185649695590939,-1.5549586174878,2.45515592012239,1.15757512207355,-2.46729763532686,-2.98291628083938
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,-62.0759195849001,123.139555198582,-13.5999999741829,-24.000000034478,-8.8620393625491,-2.79546888990187,26.6809026327981,15.1327998906632,2.53595347758677,-31.3000000487945
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,6.03900816040344,3.8438647490634,3.55007284270485,3.53700987901611,2.02458395469182,2.51882827307178,4.28259695120761,3.99331032795327,4.57377173669815,-0.132431460828812
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,1.04429869455731,1.64990202978652,3.17179049916005,2.62308601577192,2.26978448419565,4.97819043681629,1.31718766293677,2.00437711983041,3.28380675586517,-1.7762402290181
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,21.6165878878251,9.24235287434405,10.7528069924555,-2.04831038847469,-21.5144113141449,-0.67894260033998,9.98319224383543,6.464613520943,-2.51198004420034,-54.011402150248
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,1.57842705122621,3.01114811495027,2.30037623242904,3.33920311287621,3.13229807257076,3.99314606412389,3.93330759454741,3.19435651491895,4.41123213007131,-7.14061159103504
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,4.85405511080373,1.88579950695301,5.19999999707628,5.70000000410388,2.80000000006831,2.48404062523817,4.00003051707549,4.39168829609886,5.44818133617287,0.799998330902724
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,5.29391283414003,5.47345419253853,4.69372252557893,6.00672194558203,5.09153242155011,4.44978139761541,5.81272240983328,4.84305660969693,4.43947128759625,-5.64694483644712
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,8.56673353050461,2.51738394219683,7.28107397899866,7.32962620344684,2.8845485296051,6.33830063626779,7.20991012345149,8.12312890817314,6.88368884556108,-33.499902099428
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,3.21313378044307,-0.83673463153076,2.29506828962617,7.08468388056527,6.17180002424978,5.85229919941415,5.30545608438166,4.74648432724561,4.75616080770808,-1.235450447077
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,0.467050856132303,4.11770729935166,5.47335569545271,7.63353811230073,9.60813281079976,4.09091742885326,8.11942528928094,5.17922479608157,5.53956633683224,-7.00112961514149
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,-0.612309009476391,-2.29521041422858,4.01797969879676,-0.950334664984581,1.61392146153455,1.3132581227826,3.25055480880046,3.57475098191667,6.64466373729447,-2.20760540236407
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,4.17278328304418,4.47001318233693,4.15081318627171,4.27482327130284,5.37633923694936,1.26090922448303,6.27054569386574,4.52674622501065,5.75993058973705,-1.76332179417277
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,4.07753807617581,3.49611835979293,3.36040609817579,3.74457577745544,3.5530717035885,3.83793265409193,3.81415210844426,3.75967722730337,3.01237590269628,-14.8946875651821
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,3.66300792950094,3.64232267941347,1.35409196151679,2.84977325490688,3.29315152833387,2.63053242455089,2.11312913549695,2.19499472522698,-0.176599456271802,-8.30903465889521
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,3.18857475473928,-1.86681975475544,-3.67976779073483,-2.30577574529325,4.62188400404939,0.900180416516932,2.68218594445551,0.211653600126766,1.17479922829746,-1.76541515225117
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,5.81816640453509,-0.589734125919819,9.0438654824315,4.99962566891807,-0.338235324459944,4.40888672378215,4.69079339018722,4.30147774180656,3.68340426071718,-6.96904715700302
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,6.99999999999999,1.01221796129491,9.57489074294796,7.18918701152205,4.8634732114333,3.45155104747225,-3.50096142186499,5.95627041970343,6.90566549200324,-11.7527733755943
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,17.2907775836891,12.3198198484837,11.648916189886,7.88522548151936,2.37983580688504,1.48978448504865,5.63687638962695,7.7448806201857,5.60224421870959,-4.55775197337685
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,3.22845102061061,-2.72379077130623,3.54897991245058,1.78369858106701,3.39038139712073,2.94928032097511,4.71646527572034,5.0778888113381,4.06294499167197,-15.3068937570407
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Morocco,MAR,5.24569729729485,3.00996126221978,4.53542420003856,2.66949392694423,4.53637816806425,1.05985639008179,4.25460327324099,3.148502655914,2.60793549462446,-6.29325315954672
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,7.41738431559391,7.25843925258778,6.96360713487071,7.39851279713864,6.72327878035819,3.82421431921188,3.74131759312564,3.44381383971462,2.31460601020051,-1.23390571070034
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,7.52005722724248,6.4857540044064,7.89866947823812,8.19966375042618,3.27727941700189,10.5077807807102,5.75006450029507,6.404977325147,6.7504601462238,3.17377440041078
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,5.09133813864338,5.0616820696264,5.61471962254485,6.09251915977956,4.26417453763675,0.0337944502063294,-1.02725082701774,1.05994347072928,-0.888099159557285,-8.50014903765293
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nauru,NRU,10,11.3636363636364,30.6122448979592,26.5625,3.7037037037037,3.57142857142858,-5.74712643678161,6.09756097560977,0,1.14942528735634
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nepal,NPL,3.4218282408752,4.43849350450829,3.52515317129149,6.01148284250441,3.97605327162971,0.433113719381524,8.97727935643466,7.62237610539864,6.65705542802834,-2.08837869543885
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Netherlands,NLD,1.55118931244651,-1.03035399148436,-0.130175288449919,1.42339539510084,1.95916972105708,2.19171371926123,2.91090251315005,2.36091509478513,1.95558841574046,-3.79863599268334
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,2.25673692141848,2.24064086979132,2.69578385886643,3.81383101625926,3.70737581770793,3.73007989347536,3.61328155307372,3.20574787992723,1.63393261347822,1.86285153314982
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,6.3167096061833,6.49602607930532,4.92682563439229,4.78584705943099,4.79208628219105,4.56295442923394,4.63253398090997,-3.36368764606334,-3.67479457842713,-1.97732939329578
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Niger,NER,2.35775693598634,10.5489445758894,5.31513063575689,6.64213665404844,4.39264883201906,5.74089315058157,5.00135994506591,7.21080300824623,5.94139686297071,3.58000640281861
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,5.30792420366642,4.23006117510553,6.67133539288378,6.30971865572383,2.65269329541835,-1.61686894991816,0.805886619542704,1.92275734157302,2.2084292771582,-1.79425308233591
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North Macedonia,MKD,2.33988604520331,-0.456183223607937,2.92525766450484,3.62912351276373,3.85586514041738,2.84820519363306,1.08177273813243,2.88059670964267,3.91041953840173,-5.20844405705904
